symbol,scenario,start,end,duration_minutes,mean_mrs,mean_wds,mean_ree_proxy
XAUUSD,LOW_LIQUIDITY,2026-01-15 16:59:00,2026-01-15 18:00:00,2,32.47,28.54,54.51
XAUUSD,TRANSITION,2026-01-15 18:01:00,2026-01-15 18:18:00,18,24.97,47.51,41.35
XAUUSD,WIDE_RANGE,2026-01-15 18:19:00,2026-01-15 18:19:00,1,18.96,59.5,33.78
XAUUSD,TRANSITION,2026-01-15 18:20:00,2026-01-15 18:39:00,20,36.74,34.66,55.15
XAUUSD,WIDE_RANGE,2026-01-15 18:40:00,2026-01-15 18:41:00,2,28.88,43.22,49.78
XAUUSD,TRANSITION,2026-01-15 18:42:00,2026-01-15 18:44:00,3,31.26,31.27,54.91
XAUUSD,WIDE_RANGE,2026-01-15 18:45:00,2026-01-15 18:45:00,1,26.24,35.74,51.05
XAUUSD,TRANSITION,2026-01-15 18:46:00,2026-01-15 20:07:00,82,30.7,38.56,52.67
XAUUSD,WIDE_RANGE,2026-01-15 20:08:00,2026-01-15 20:19:00,12,29.97,47.0,50.38
XAUUSD,TRANSITION,2026-01-15 20:20:00,2026-01-15 20:22:00,3,37.75,33.97,58.96
XAUUSD,WIDE_RANGE,2026-01-15 20:23:00,2026-01-15 20:23:00,1,26.88,44.32,50.42
XAUUSD,TRANSITION,2026-01-15 20:24:00,2026-01-15 22:43:00,140,28.36,40.47,50.67
XAUUSD,TIGHT_RANGE,2026-01-15 22:44:00,2026-01-15 22:44:00,1,18.0,41.11,46.31
XAUUSD,TRANSITION,2026-01-15 22:45:00,2026-01-15 22:45:00,1,18.36,41.24,46.46
XAUUSD,TIGHT_RANGE,2026-01-15 22:46:00,2026-01-15 22:46:00,1,18.36,38.74,47.31
XAUUSD,TRANSITION,2026-01-15 22:47:00,2026-01-15 22:49:00,3,17.38,39.59,46.6
XAUUSD,TIGHT_RANGE,2026-01-15 22:50:00,2026-01-15 22:51:00,2,16.65,41.03,45.79
XAUUSD,LOW_LIQUIDITY,2026-01-15 22:52:00,2026-01-15 22:58:00,7,33.19,21.91,59.8
XAUUSD,TIGHT_RANGE,2026-01-15 22:59:00,2026-01-15 23:01:00,3,20.39,40.15,47.19
XAUUSD,LOW_LIQUIDITY,2026-01-15 23:02:00,2026-01-15 23:22:00,21,37.32,30.02,58.47
XAUUSD,TIGHT_RANGE,2026-01-15 23:23:00,2026-01-15 23:29:00,7,16.12,44.82,42.9
XAUUSD,LOW_LIQUIDITY,2026-01-15 23:30:00,2026-01-15 23:31:00,2,25.71,28.67,52.5
XAUUSD,TIGHT_RANGE,2026-01-15 23:32:00,2026-01-15 23:32:00,1,20.77,39.03,46.67
XAUUSD,TRANSITION,2026-01-15 23:33:00,2026-01-16 00:30:00,58,27.99,38.11,51.06
XAUUSD,WIDE_RANGE,2026-01-16 00:31:00,2026-01-16 00:34:00,4,25.3,45.2,47.95
XAUUSD,TRANSITION,2026-01-16 00:35:00,2026-01-16 00:50:00,16,48.7,35.92,60.89
XAUUSD,STRONG_TREND_UP,2026-01-16 00:51:00,2026-01-16 00:55:00,5,70.52,29.52,72.22
XAUUSD,TRANSITION,2026-01-16 00:56:00,2026-01-16 01:01:00,6,48.16,37.51,59.12
XAUUSD,WIDE_RANGE,2026-01-16 01:02:00,2026-01-16 01:02:00,1,31.29,42.19,49.93
XAUUSD,TRANSITION,2026-01-16 01:03:00,2026-01-16 01:03:00,1,30.99,39.97,50.66
XAUUSD,WIDE_RANGE,2026-01-16 01:04:00,2026-01-16 01:08:00,5,22.51,49.57,43.63
XAUUSD,TRANSITION,2026-01-16 01:09:00,2026-01-16 02:00:00,52,34.81,37.01,53.75
XAUUSD,WIDE_RANGE,2026-01-16 02:01:00,2026-01-16 02:01:00,1,25.81,42.08,47.36
XAUUSD,TRANSITION,2026-01-16 02:02:00,2026-01-16 02:13:00,12,45.94,30.76,60.49
XAUUSD,STRONG_TREND_UP,2026-01-16 02:14:00,2026-01-16 02:14:00,1,65.09,19.8,73.41
XAUUSD,TRANSITION,2026-01-16 02:15:00,2026-01-16 04:36:00,142,26.16,38.93,49.42
XAUUSD,LOW_LIQUIDITY,2026-01-16 04:37:00,2026-01-16 04:37:00,1,38.26,25.27,59.82
XAUUSD,TRANSITION,2026-01-16 04:38:00,2026-01-16 06:10:00,93,34.59,33.76,55.14
XAUUSD,WIDE_RANGE,2026-01-16 06:11:00,2026-01-16 06:16:00,6,33.41,48.03,49.98
XAUUSD,TRANSITION,2026-01-16 06:17:00,2026-01-16 07:59:00,103,35.77,31.27,56.57
XAUUSD,WIDE_RANGE,2026-01-16 08:00:00,2026-01-16 08:08:00,9,28.6,51.54,46.02
XAUUSD,TRANSITION,2026-01-16 08:09:00,2026-01-16 08:09:00,1,37.96,36.54,55.36
XAUUSD,WIDE_RANGE,2026-01-16 08:10:00,2026-01-16 08:15:00,6,33.34,47.82,49.4
XAUUSD,TRANSITION,2026-01-16 08:16:00,2026-01-16 08:30:00,15,45.15,46.16,55.37
XAUUSD,WIDE_RANGE,2026-01-16 08:31:00,2026-01-16 08:35:00,5,33.16,55.68,46.79
XAUUSD,TRANSITION,2026-01-16 08:36:00,2026-01-16 08:37:00,2,48.07,37.42,59.84
XAUUSD,WIDE_RANGE,2026-01-16 08:38:00,2026-01-16 08:43:00,6,33.01,43.56,50.9
XAUUSD,TRANSITION,2026-01-16 08:44:00,2026-01-16 08:45:00,2,41.78,36.24,57.35
XAUUSD,WIDE_RANGE,2026-01-16 08:46:00,2026-01-16 08:46:00,1,31.56,44.55,49.81
XAUUSD,TRANSITION,2026-01-16 08:47:00,2026-01-16 10:46:00,120,34.18,37.81,53.39
XAUUSD,WIDE_RANGE,2026-01-16 10:47:00,2026-01-16 10:52:00,6,29.89,58.17,43.58
XAUUSD,TRANSITION,2026-01-16 10:53:00,2026-01-16 10:55:00,3,39.6,38.91,54.78
XAUUSD,WIDE_RANGE,2026-01-16 10:56:00,2026-01-16 10:56:00,1,32.74,45.96,49.58
XAUUSD,TRANSITION,2026-01-16 10:57:00,2026-01-16 11:51:00,55,32.66,37.86,52.89
XAUUSD,TIGHT_RANGE,2026-01-16 11:52:00,2026-01-16 11:53:00,2,20.21,45.15,44.91
XAUUSD,TRANSITION,2026-01-16 11:54:00,2026-01-16 11:54:00,1,22.51,45.59,45.88
XAUUSD,TIGHT_RANGE,2026-01-16 11:55:00,2026-01-16 11:55:00,1,26.09,42.24,48.67
XAUUSD,TRANSITION,2026-01-16 11:56:00,2026-01-16 11:57:00,2,24.78,44.37,47.36
XAUUSD,LOW_LIQUIDITY,2026-01-16 11:58:00,2026-01-16 11:58:00,1,33.32,37.36,53.69
XAUUSD,TIGHT_RANGE,2026-01-16 11:59:00,2026-01-16 11:59:00,1,26.28,44.7,47.97
XAUUSD,LOW_LIQUIDITY,2026-01-16 12:00:00,2026-01-16 12:06:00,7,30.35,33.55,53.69
XAUUSD,TIGHT_RANGE,2026-01-16 12:07:00,2026-01-16 12:11:00,5,23.9,42.12,47.78
XAUUSD,LOW_LIQUIDITY,2026-01-16 12:12:00,2026-01-16 12:13:00,2,27.73,30.56,53.46
XAUUSD,TIGHT_RANGE,2026-01-16 12:14:00,2026-01-16 12:18:00,5,19.78,45.06,44.84
XAUUSD,LOW_LIQUIDITY,2026-01-16 12:19:00,2026-01-16 12:21:00,3,23.7,31.06,51.38
XAUUSD,TIGHT_RANGE,2026-01-16 12:22:00,2026-01-16 12:26:00,5,20.8,44.0,45.81
XAUUSD,LOW_LIQUIDITY,2026-01-16 12:27:00,2026-01-16 12:29:00,3,29.26,28.5,55.15
XAUUSD,TRANSITION,2026-01-16 12:30:00,2026-01-16 12:49:00,20,23.86,37.23,49.45
XAUUSD,TIGHT_RANGE,2026-01-16 12:50:00,2026-01-16 12:55:00,6,20.79,52.13,42.64
XAUUSD,LOW_LIQUIDITY,2026-01-16 12:56:00,2026-01-16 12:57:00,2,24.98,42.23,47.88
XAUUSD,TIGHT_RANGE,2026-01-16 12:58:00,2026-01-16 13:02:00,5,23.66,45.81,45.92
XAUUSD,LOW_LIQUIDITY,2026-01-16 13:03:00,2026-01-16 13:05:00,3,39.31,34.85,56.82
XAUUSD,TRANSITION,2026-01-16 13:06:00,2026-01-16 13:06:00,1,26.26,43.73,47.77
XAUUSD,TIGHT_RANGE,2026-01-16 13:07:00,2026-01-16 13:08:00,2,25.03,41.97,47.8
XAUUSD,TRANSITION,2026-01-16 13:09:00,2026-01-16 16:18:00,190,30.34,35.04,52.87
XAUUSD,STRONG_TREND_UP,2026-01-16 16:19:00,2026-01-16 16:19:00,1,65.6,19.83,74.49
XAUUSD,TRANSITION,2026-01-16 16:20:00,2026-01-16 16:45:00,26,32.73,28.37,55.56
XAUUSD,LOW_LIQUIDITY,2026-01-16 16:46:00,2026-01-16 16:47:00,2,29.8,27.09,53.2
XAUUSD,TRANSITION,2026-01-16 16:48:00,2026-01-16 16:48:00,1,37.63,22.19,58.15
XAUUSD,LOW_LIQUIDITY,2026-01-16 16:49:00,2026-01-16 16:50:00,2,26.62,35.5,48.16
XAUUSD,TIGHT_RANGE,2026-01-16 16:51:00,2026-01-16 16:51:00,1,23.66,38.31,45.49
XAUUSD,LOW_LIQUIDITY,2026-01-16 16:52:00,2026-01-16 16:58:00,7,33.91,27.59,52.94
XAUUSD,TIGHT_RANGE,2026-01-16 16:59:00,2026-01-16 16:59:00,1,27.31,38.83,45.01
XAUUSD,STRONG_TREND_UP,2026-01-18 18:00:00,2026-01-18 18:19:00,20,76.56,43.26,57.01
XAUUSD,TRANSITION,2026-01-18 18:20:00,2026-01-18 18:35:00,16,53.75,42.2,53.14
XAUUSD,WIDE_RANGE,2026-01-18 18:36:00,2026-01-18 18:36:00,1,32.15,53.14,42.54
XAUUSD,TRANSITION,2026-01-18 18:37:00,2026-01-18 18:38:00,2,38.52,47.95,47.33
XAUUSD,WIDE_RANGE,2026-01-18 18:39:00,2026-01-18 18:47:00,9,26.84,61.2,37.98
XAUUSD,TRANSITION,2026-01-18 18:48:00,2026-01-18 18:48:00,1,35.01,50.51,46.25
XAUUSD,WIDE_RANGE,2026-01-18 18:49:00,2026-01-18 18:50:00,2,30.82,54.73,43.24
XAUUSD,TRANSITION,2026-01-18 18:51:00,2026-01-18 18:52:00,2,37.7,48.09,49.31
XAUUSD,WIDE_RANGE,2026-01-18 18:53:00,2026-01-18 18:59:00,7,26.63,54.66,43.99
XAUUSD,TRANSITION,2026-01-18 19:00:00,2026-01-18 19:41:00,42,29.88,35.93,55.23
XAUUSD,TIGHT_RANGE,2026-01-18 19:42:00,2026-01-18 19:59:00,18,20.38,38.52,50.28
XAUUSD,LOW_LIQUIDITY,2026-01-18 20:00:00,2026-01-18 20:00:00,1,26.97,24.93,57.93
XAUUSD,TRANSITION,2026-01-18 20:01:00,2026-01-18 21:56:00,116,24.04,37.13,50.72
XAUUSD,TIGHT_RANGE,2026-01-18 21:57:00,2026-01-18 21:59:00,3,23.27,43.71,47.03
XAUUSD,TRANSITION,2026-01-18 22:00:00,2026-01-18 22:09:00,10,39.47,26.79,60.29
XAUUSD,LOW_LIQUIDITY,2026-01-18 22:10:00,2026-01-18 22:16:00,7,41.15,22.87,62.29
XAUUSD,TIGHT_RANGE,2026-01-18 22:17:00,2026-01-18 22:17:00,1,25.79,33.81,51.4
XAUUSD,LOW_LIQUIDITY,2026-01-18 22:18:00,2026-01-18 22:19:00,2,30.84,27.98,55.69
XAUUSD,TIGHT_RANGE,2026-01-18 22:20:00,2026-01-18 22:28:00,9,19.25,42.47,45.39
XAUUSD,LOW_LIQUIDITY,2026-01-18 22:29:00,2026-01-18 22:36:00,8,33.86,27.14,57.2
XAUUSD,TRANSITION,2026-01-18 22:37:00,2026-01-18 23:07:00,31,29.87,34.5,52.97
XAUUSD,TIGHT_RANGE,2026-01-18 23:08:00,2026-01-18 23:14:00,7,23.74,44.28,47.29
XAUUSD,TRANSITION,2026-01-18 23:15:00,2026-01-19 00:55:00,101,28.85,38.41,50.93
XAUUSD,WIDE_RANGE,2026-01-19 00:56:00,2026-01-19 01:02:00,7,28.31,44.87,48.8
XAUUSD,TRANSITION,2026-01-19 01:03:00,2026-01-19 04:54:00,232,31.07,34.2,53.82
XAUUSD,TIGHT_RANGE,2026-01-19 04:55:00,2026-01-19 05:03:00,9,18.85,42.38,45.48
XAUUSD,LOW_LIQUIDITY,2026-01-19 05:04:00,2026-01-19 05:04:00,1,26.51,33.74,51.93
XAUUSD,TIGHT_RANGE,2026-01-19 05:05:00,2026-01-19 05:08:00,4,23.1,47.17,45.69
XAUUSD,TRANSITION,2026-01-19 05:09:00,2026-01-19 06:54:00,106,22.8,44.21,46.11
XAUUSD,WIDE_RANGE,2026-01-19 06:55:00,2026-01-19 07:05:00,11,29.37,42.39,49.41
XAUUSD,TRANSITION,2026-01-19 07:06:00,2026-01-19 07:17:00,12,40.58,29.35,58.7
XAUUSD,STRONG_TREND_UP,2026-01-19 07:18:00,2026-01-19 07:19:00,2,68.76,17.99,75.35
XAUUSD,TRANSITION,2026-01-19 07:20:00,2026-01-19 14:28:00,429,29.94,37.25,51.63
XAUUSD,WIDE_RANGE,2026-01-19 18:00:00,2026-01-19 18:07:00,8,26.84,60.79,37.27
XAUUSD,WHIPSAW,2026-01-19 18:08:00,2026-01-19 18:09:00,2,22.84,72.25,29.3
XAUUSD,WIDE_RANGE,2026-01-19 18:10:00,2026-01-19 18:10:00,1,25.74,63.33,33.43
XAUUSD,WHIPSAW,2026-01-19 18:11:00,2026-01-19 18:12:00,2,21.56,72.22,28.51
XAUUSD,WIDE_RANGE,2026-01-19 18:13:00,2026-01-19 18:14:00,2,21.66,66.72,30.42
XAUUSD,WHIPSAW,2026-01-19 18:15:00,2026-01-19 18:16:00,2,20.02,71.73,27.59
XAUUSD,WIDE_RANGE,2026-01-19 18:17:00,2026-01-19 18:20:00,4,25.99,59.91,34.08
XAUUSD,TRANSITION,2026-01-19 18:21:00,2026-01-19 18:57:00,37,26.1,39.36,48.49
XAUUSD,TIGHT_RANGE,2026-01-19 18:58:00,2026-01-19 18:58:00,1,18.92,49.65,44.62
XAUUSD,TRANSITION,2026-01-19 18:59:00,2026-01-19 19:24:00,26,23.27,41.61,49.17
XAUUSD,TIGHT_RANGE,2026-01-19 19:25:00,2026-01-19 19:25:00,1,18.6,40.56,47.56
XAUUSD,TRANSITION,2026-01-19 19:26:00,2026-01-19 20:19:00,54,36.14,35.64,56.85
XAUUSD,WIDE_RANGE,2026-01-19 20:20:00,2026-01-19 20:32:00,13,29.73,60.5,44.14
XAUUSD,TRANSITION,2026-01-19 20:33:00,2026-01-19 22:34:00,122,35.46,32.58,55.99
XAUUSD,LOW_LIQUIDITY,2026-01-19 22:35:00,2026-01-19 22:39:00,5,44.36,18.31,64.95
XAUUSD,TRANSITION,2026-01-19 22:40:00,2026-01-19 22:42:00,3,40.66,27.65,60.02
XAUUSD,LOW_LIQUIDITY,2026-01-19 22:43:00,2026-01-19 22:50:00,8,51.15,19.88,67.36
XAUUSD,TRANSITION,2026-01-19 22:51:00,2026-01-19 23:35:00,45,37.82,30.15,57.81
XAUUSD,STRONG_TREND_UP,2026-01-19 23:36:00,2026-01-19 23:37:00,2,68.41,20.91,75.07
XAUUSD,TRANSITION,2026-01-19 23:38:00,2026-01-20 00:01:00,24,40.98,34.3,57.17
XAUUSD,WIDE_RANGE,2026-01-20 00:02:00,2026-01-20 00:02:00,1,34.68,43.45,51.72
XAUUSD,TRANSITION,2026-01-20 00:03:00,2026-01-20 00:07:00,5,47.05,32.83,61.23
XAUUSD,WIDE_RANGE,2026-01-20 00:08:00,2026-01-20 00:09:00,2,31.7,46.86,49.28
XAUUSD,TRANSITION,2026-01-20 00:10:00,2026-01-20 00:17:00,8,38.6,30.92,57.91
XAUUSD,WIDE_RANGE,2026-01-20 00:18:00,2026-01-20 00:24:00,7,22.35,41.94,46.55
XAUUSD,TRANSITION,2026-01-20 00:25:00,2026-01-20 00:33:00,9,21.95,42.8,46.25
XAUUSD,WIDE_RANGE,2026-01-20 00:34:00,2026-01-20 00:42:00,9,29.59,46.9,48.11
XAUUSD,TRANSITION,2026-01-20 00:43:00,2026-01-20 01:08:00,26,43.32,34.82,58.85
XAUUSD,WIDE_RANGE,2026-01-20 01:09:00,2026-01-20 01:09:00,1,31.86,38.72,52.18
XAUUSD,TRANSITION,2026-01-20 01:10:00,2026-01-20 01:12:00,3,31.1,36.72,52.48
XAUUSD,WIDE_RANGE,2026-01-20 01:13:00,2026-01-20 01:17:00,5,22.69,53.07,42.88
XAUUSD,TRANSITION,2026-01-20 01:18:00,2026-01-20 03:37:00,140,28.97,36.22,51.94
XAUUSD,WIDE_RANGE,2026-01-20 03:38:00,2026-01-20 03:38:00,1,29.78,44.6,48.65
XAUUSD,TRANSITION,2026-01-20 03:39:00,2026-01-20 03:39:00,1,24.36,50.02,44.24
XAUUSD,WIDE_RANGE,2026-01-20 03:40:00,2026-01-20 03:41:00,2,26.55,57.19,42.84
XAUUSD,TRANSITION,2026-01-20 03:42:00,2026-01-20 03:54:00,13,35.33,40.29,53.14
XAUUSD,STRONG_TREND_UP,2026-01-20 03:55:00,2026-01-20 03:58:00,4,67.48,20.77,75.11
XAUUSD,TRANSITION,2026-01-20 03:59:00,2026-01-20 08:10:00,252,28.86,37.99,51.26
XAUUSD,WIDE_RANGE,2026-01-20 08:11:00,2026-01-20 08:12:00,2,31.91,46.59,49.39
XAUUSD,TRANSITION,2026-01-20 08:13:00,2026-01-20 08:18:00,6,37.81,38.74,54.42
XAUUSD,WIDE_RANGE,2026-01-20 08:19:00,2026-01-20 08:20:00,2,31.3,47.28,48.09
XAUUSD,TRANSITION,2026-01-20 08:21:00,2026-01-20 08:22:00,2,36.45,36.8,54.08
XAUUSD,WIDE_RANGE,2026-01-20 08:23:00,2026-01-20 08:26:00,4,28.88,50.84,45.72
XAUUSD,TRANSITION,2026-01-20 08:27:00,2026-01-20 08:28:00,2,33.34,44.32,49.92
XAUUSD,WIDE_RANGE,2026-01-20 08:29:00,2026-01-20 08:30:00,2,28.18,47.61,46.45
XAUUSD,TRANSITION,2026-01-20 08:31:00,2026-01-20 08:33:00,3,35.4,37.42,53.3
XAUUSD,WIDE_RANGE,2026-01-20 08:34:00,2026-01-20 08:41:00,7,26.74,58.21,41.89
XAUUSD,TRANSITION,2026-01-20 08:42:00,2026-01-20 08:46:00,5,40.16,42.83,52.94
XAUUSD,WIDE_RANGE,2026-01-20 08:47:00,2026-01-20 08:47:00,1,34.89,47.72,49.06
XAUUSD,TRANSITION,2026-01-20 08:48:00,2026-01-20 09:05:00,18,48.14,34.03,60.65
XAUUSD,WIDE_RANGE,2026-01-20 09:06:00,2026-01-20 09:11:00,6,27.68,41.49,48.58
XAUUSD,TRANSITION,2026-01-20 09:12:00,2026-01-20 09:12:00,1,42.93,30.7,58.7
XAUUSD,WIDE_RANGE,2026-01-20 09:13:00,2026-01-20 09:13:00,1,34.45,38.71,51.91
XAUUSD,TRANSITION,2026-01-20 09:14:00,2026-01-20 09:15:00,2,35.34,37.69,52.53
XAUUSD,WIDE_RANGE,2026-01-20 09:16:00,2026-01-20 09:17:00,2,32.16,37.89,50.91
XAUUSD,TRANSITION,2026-01-20 09:18:00,2026-01-20 09:18:00,1,38.17,28.06,57.05
XAUUSD,WIDE_RANGE,2026-01-20 09:19:00,2026-01-20 09:21:00,3,28.26,42.67,47.58
XAUUSD,TRANSITION,2026-01-20 09:22:00,2026-01-20 09:29:00,8,34.13,40.35,50.95
XAUUSD,WIDE_RANGE,2026-01-20 09:30:00,2026-01-20 09:33:00,4,18.17,54.91,38.13
XAUUSD,TRANSITION,2026-01-20 09:34:00,2026-01-20 09:37:00,4,29.35,44.24,46.36
XAUUSD,WIDE_RANGE,2026-01-20 09:38:00,2026-01-20 09:40:00,3,31.47,51.3,44.44
XAUUSD,TRANSITION,2026-01-20 09:41:00,2026-01-20 09:42:00,2,36.55,42.41,49.45
XAUUSD,WIDE_RANGE,2026-01-20 09:43:00,2026-01-20 09:46:00,4,28.19,53.16,41.72
XAUUSD,TRANSITION,2026-01-20 09:47:00,2026-01-20 09:47:00,1,36.16,46.78,47.5
XAUUSD,WIDE_RANGE,2026-01-20 09:48:00,2026-01-20 09:48:00,1,31.8,52.86,43.43
XAUUSD,TRANSITION,2026-01-20 09:49:00,2026-01-20 09:49:00,1,36.29,45.43,48.01
XAUUSD,WIDE_RANGE,2026-01-20 09:50:00,2026-01-20 09:57:00,8,27.06,48.89,42.87
XAUUSD,TRANSITION,2026-01-20 09:58:00,2026-01-20 11:34:00,97,28.46,39.24,50.2
XAUUSD,TIGHT_RANGE,2026-01-20 11:35:00,2026-01-20 11:35:00,1,17.17,53.08,42.1
XAUUSD,TRANSITION,2026-01-20 11:36:00,2026-01-20 11:36:00,1,17.76,51.15,43.06
XAUUSD,TIGHT_RANGE,2026-01-20 11:37:00,2026-01-20 11:40:00,4,23.23,43.55,48.23
XAUUSD,TRANSITION,2026-01-20 11:41:00,2026-01-20 11:44:00,4,26.03,36.55,51.83
XAUUSD,LOW_LIQUIDITY,2026-01-20 11:45:00,2026-01-20 11:54:00,10,39.26,23.04,62.39
XAUUSD,TRANSITION,2026-01-20 11:55:00,2026-01-20 15:24:00,210,26.79,37.98,50.28
XAUUSD,WIDE_RANGE,2026-01-20 15:25:00,2026-01-20 15:26:00,2,25.75,50.95,45.24
XAUUSD,TRANSITION,2026-01-20 15:27:00,2026-01-20 15:30:00,4,34.28,41.3,52.38
XAUUSD,WIDE_RANGE,2026-01-20 15:31:00,2026-01-20 15:32:00,2,31.53,45.35,49.73
XAUUSD,TRANSITION,2026-01-20 15:33:00,2026-01-20 15:35:00,3,36.53,36.91,55.02
XAUUSD,WIDE_RANGE,2026-01-20 15:36:00,2026-01-20 15:40:00,5,28.96,36.36,51.72
XAUUSD,TRANSITION,2026-01-20 15:41:00,2026-01-20 16:13:00,33,36.24,37.24,54.86
XAUUSD,LOW_LIQUIDITY,2026-01-20 16:14:00,2026-01-20 16:21:00,8,33.06,28.72,56.66
XAUUSD,TIGHT_RANGE,2026-01-20 16:22:00,2026-01-20 16:22:00,1,26.51,35.5,51.6
XAUUSD,LOW_LIQUIDITY,2026-01-20 16:23:00,2026-01-20 16:23:00,1,32.77,23.13,58.73
XAUUSD,TIGHT_RANGE,2026-01-20 16:24:00,2026-01-20 16:32:00,9,19.68,38.43,47.52
XAUUSD,LOW_LIQUIDITY,2026-01-20 16:33:00,2026-01-20 16:43:00,11,30.03,25.07,56.75
XAUUSD,TIGHT_RANGE,2026-01-20 16:44:00,2026-01-20 16:48:00,5,21.1,40.25,47.08
XAUUSD,LOW_LIQUIDITY,2026-01-20 16:49:00,2026-01-20 16:59:00,11,37.54,25.13,59.47
XAUUSD,TRANSITION,2026-01-20 18:00:00,2026-01-20 18:43:00,44,26.25,35.55,46.94
XAUUSD,STRONG_TREND_UP,2026-01-20 18:44:00,2026-01-20 18:48:00,5,71.84,29.96,74.28
XAUUSD,TRANSITION,2026-01-20 18:49:00,2026-01-20 19:01:00,13,49.54,38.79,60.53
XAUUSD,WIDE_RANGE,2026-01-20 19:02:00,2026-01-20 19:02:00,1,33.13,47.57,49.98
XAUUSD,TRANSITION,2026-01-20 19:03:00,2026-01-20 19:03:00,1,38.59,44.54,53.61
XAUUSD,WIDE_RANGE,2026-01-20 19:04:00,2026-01-20 19:06:00,3,26.09,56.64,44.1
XAUUSD,TRANSITION,2026-01-20 19:07:00,2026-01-20 19:07:00,1,39.83,37.08,57.36
XAUUSD,WIDE_RANGE,2026-01-20 19:08:00,2026-01-20 19:14:00,7,25.12,48.86,47.3
XAUUSD,TRANSITION,2026-01-20 19:15:00,2026-01-20 20:05:00,51,33.97,34.12,57.03
XAUUSD,STRONG_TREND_UP,2026-01-20 20:06:00,2026-01-20 20:08:00,3,71.75,18.91,78.97
XAUUSD,TRANSITION,2026-01-20 20:09:00,2026-01-20 20:13:00,5,58.12,24.53,70.31
XAUUSD,STRONG_TREND_UP,2026-01-20 20:14:00,2026-01-20 20:16:00,3,67.64,28.2,72.76
XAUUSD,TRANSITION,2026-01-20 20:17:00,2026-01-20 20:18:00,2,62.44,35.4,67.58
XAUUSD,STRONG_TREND_UP,2026-01-20 20:19:00,2026-01-20 20:21:00,3,69.21,31.73,71.88
XAUUSD,TRANSITION,2026-01-20 20:22:00,2026-01-20 20:28:00,7,60.8,33.15,67.55
XAUUSD,STRONG_TREND_UP,2026-01-20 20:29:00,2026-01-20 20:31:00,3,71.8,30.84,73.09
XAUUSD,TRANSITION,2026-01-20 20:32:00,2026-01-20 20:33:00,2,53.55,38.89,61.66
XAUUSD,WIDE_RANGE,2026-01-20 20:34:00,2026-01-20 20:34:00,1,31.33,48.24,48.15
XAUUSD,TRANSITION,2026-01-20 20:35:00,2026-01-20 20:38:00,4,38.46,40.25,54.1
XAUUSD,WIDE_RANGE,2026-01-20 20:39:00,2026-01-20 20:52:00,14,29.51,48.35,47.08
XAUUSD,TRANSITION,2026-01-20 20:53:00,2026-01-20 21:07:00,15,42.19,33.29,58.33
XAUUSD,WIDE_RANGE,2026-01-20 21:08:00,2026-01-20 21:09:00,2,22.96,43.39,46.05
XAUUSD,TRANSITION,2026-01-20 21:10:00,2026-01-20 21:11:00,2,19.29,48.34,42.72
XAUUSD,WIDE_RANGE,2026-01-20 21:12:00,2026-01-20 21:13:00,2,23.47,45.67,45.5
XAUUSD,TRANSITION,2026-01-20 21:14:00,2026-01-20 22:59:00,106,32.85,34.22,54.2
XAUUSD,TIGHT_RANGE,2026-01-20 23:00:00,2026-01-20 23:03:00,4,16.29,53.52,40.56
XAUUSD,TRANSITION,2026-01-20 23:04:00,2026-01-20 23:05:00,2,13.43,56.37,38.34
XAUUSD,TIGHT_RANGE,2026-01-20 23:06:00,2026-01-20 23:10:00,5,16.14,50.53,41.64
XAUUSD,TRANSITION,2026-01-20 23:11:00,2026-01-21 00:36:00,86,34.75,34.54,55.15
XAUUSD,WIDE_RANGE,2026-01-21 00:37:00,2026-01-21 00:45:00,9,24.65,48.54,44.9
XAUUSD,TRANSITION,2026-01-21 00:46:00,2026-01-21 00:47:00,2,40.57,29.42,58.63
XAUUSD,WIDE_RANGE,2026-01-21 00:48:00,2026-01-21 00:50:00,3,31.69,41.46,50.39
XAUUSD,TRANSITION,2026-01-21 00:51:00,2026-01-21 02:58:00,128,36.12,33.4,55.31
XAUUSD,LOW_LIQUIDITY,2026-01-21 02:59:00,2026-01-21 03:08:00,10,42.97,25.4,64.14
XAUUSD,TRANSITION,2026-01-21 03:09:00,2026-01-21 03:10:00,2,30.13,27.04,57.58
XAUUSD,TIGHT_RANGE,2026-01-21 03:11:00,2026-01-21 03:14:00,4,15.86,37.08,47.72
XAUUSD,TRANSITION,2026-01-21 03:15:00,2026-01-21 03:16:00,2,32.37,22.82,60.3
XAUUSD,LOW_LIQUIDITY,2026-01-21 03:17:00,2026-01-21 03:17:00,1,43.34,8.81,70.13
XAUUSD,TRANSITION,2026-01-21 03:18:00,2026-01-21 06:18:00,181,29.1,34.53,52.97
XAUUSD,STRONG_TREND_UP,2026-01-21 06:19:00,2026-01-21 06:20:00,2,67.13,28.62,72.0
XAUUSD,TRANSITION,2026-01-21 06:21:00,2026-01-21 08:14:00,114,32.2,38.6,53.28
XAUUSD,WIDE_RANGE,2026-01-21 08:15:00,2026-01-21 08:20:00,6,29.86,47.98,49.58
XAUUSD,TRANSITION,2026-01-21 08:21:00,2026-01-21 08:21:00,1,34.71,40.3,54.35
XAUUSD,WIDE_RANGE,2026-01-21 08:22:00,2026-01-21 08:24:00,3,24.61,46.19,47.67
